overall,reviewText,summary,
5," I actually have 3 pairs of these trainers.  They are very comfortable, there is a neoprene sleeve that goes around your ankle that makes them the most comfortable for me compared to normal athletic shoes.  They run a little narrow - for me this is perfect, but you may want to round up on the size or try on in the store first if your feet are on the wider side.",Great,
5,Fit my size perfectly and very comfortable!,Five Stars,
5,Love these shoes! Needed new running shoes and these are perfect. Light weight and fit great!,Five Stars,
5,Purchased these for our teenage daughter. She loves them. For both casual wear and sports.,Five Stars,
5," Love these shoes, I have worn them all day and found them really comfortable with no aching feet at the end of the day. Fantastic colour and true to size. I also bought  Nike Women's Flex Supreme Tr 3 Pnk Pw/Mtllc Slvr/Cl Gry/White Training Shoe and these shoes are slightly more comfortable than those even though they look very similar.",Love them,
5,Super light weight comfortable! Kick box in these and run too. Good support!,Super light weight versatile,
5,EXCELLENT,Five Stars,
5,Favorite Nikes ever. I already owned this style and was ready for a new pair so I went with these. Love the color and they fit great.,Favorite Nikes ever,
5,Tried a lot of shoes for cross training and these were the best!,... of shoes for cross training and these were the best!,
5,These are as far as comfort goes the most comfortable pair of sneakers I have I suffer from sciatica pain that goes into my feet I have difficulty finding the proper support and comfort in shoes I would recommend these most definitely.,These are as far as comfort goes the most comfortable pair of sneakers I have I suffer from sciatica ...,
5,Love them!  Very comfortable and great for weight training!,Love them! Very comfortable and great for weight training,
5,Really comfortable and very cute.,Five Stars,
5,These shoes are great.  This is the second pair that I have purchased and I love them.,Really Comfortable Shoes,
5,Fit to size. Comfortable,Five Stars,
5,Picky daughter actually loves them.,Worth it.,
5,Fit like a dream! Great for cross-training/HITT videos I do everyday. Great for walking too. Look amazing!,Great sneakers!,
5,Most comfortable training shoes I've worn in a long time.,Lightweight yet supportive,
5," I love these shoes. I exercise in them as well as just take them on longer walks. Feels good, looks GREAT!!",I love these shoes,
5,fits perfect,Five Stars,
5,Very comfortable shoes. I have wide feet with falling arches. These help both and are comfortable enough that I can be in them all day long.,Very comfortable shoes. I have wide feet with falling arches,
5,Fit like gloves to my feet! Perfect for workouts.,Five Stars,
5,Love them !!!,Five Stars,
5,I love these shoes! Great arch support and perfect for cardio.,Five Stars,
5,I workout at the local crossfit and find that these shoes help give me good support  with my endurance workouts.,... crossfit and find that these shoes help give me good support with my endurance workouts,
5,These are my favorite walk around shoes! I can wear them all day and not be in pain! Love em!,Great for walking!,
5,)\nI've learned to get these 1/2 size smaller....I'm normally a size 7 and the 6 1/2 fit perfectly,Soooo comfortable.....,
5,Great shoes. Lightweight and comfortable,Five Stars,
5,BEST. SHOES. EVER.  I bought two pairs in different colors- black n' white and the pink and white...  They have AWESOME support for whatever you use them for.. I have one for work and the other for training/running/etc in...,BEST SHOES EVER!,
5,These sneakers give me the motivation to workout because they feel so good and are great for any training,... me the motivation to workout because they feel so good and are great for any training,
5,Size 5. Very comfortable shoes. Love!,Very comfortable shoes. Love,
5," I bought a wide size of these at a local store and they are amazing!  Soft, comfy, with moderate support.  Not a cloud to walk on, but not minimalist.  The wide size is perfect for my wide feet with high arches.  The shoe tends to run about a half size long though, especially for Nike.  I am working on getting in shape, and these shoes feel good all day... No rubbing on my big toe joint or pinkie toe or heel.  Very pleased.",Great shoes,
5," Nice shoes, fit good",Five Stars,
5,),My wife loves these shoes.,
5,Love these shoes. My feet have been weird since I was pregnant and my old shoes were uncomfortable. These are very comfy and help me get active. They are also stylish and go with anything.,Love Love Love,
5," Look better than the picture, very comfortable, great support.",PERFECT,
5,Love my new Nike's.  It's been years since I've been able to wear them (sizing changed years ago and I just couldn't wear them any more) but now the new styles and sizing are perfect.  Lightweight shoe with tons of style.  The Fog color is just what I was looking for...not black and not neon!  I wore them to participate in Relay for Life (24 hour walk) and they held up great!,Nice shoe,
5," I am so happy with this purchase. I feel like I'm barely wearing a sneaker when working out. Another plus is that when I take off my sneaker, my sock is barely sweaty! I have never had that experience with a shoe. The shoe is also very attractive and flattering and looks nice on my feet.",I am so happy with this purchase,
5,Absolutely love them. Can even wear them without my insoles.,Five Stars,
5," Wore these for the first time hiking the bluffs. Not the best traction on well worn rocks, but super comfy. No blisters, no achilles pain like with other shoes. Will continue to purchase Nike shoes, because my feet love them for all activities! ( except my home workouts, they drag pretty hard on the carpet)",Love,
5," A-MA-ZING!  I needed a good jogging shoe and these make me feel like \Forest Gump\.  I felt like I was running on a cloud.  I have narrow feet and these fit perfectly.  I am so happy that I am going to purchase another two pair as back-ups for once it's time to replace them.  Highly recommend to women who like to walk or run and light a light weight, comfortable shoe.",Absolutely Perfect Shoe!!,
5," Comfortable and lightweight. Need a good training shoe that's also supportive and flexible.  I really like the fit, but had to get 1/2 size larger as this style in my size is too perfect from heel to toe.",Comfortable and lightweight,
5,Excellent,Five Stars,
5," These shoes are awesome!  They are nearly weightless and feel great on my feet.  The first day I wore them I wore them ALL day on vacation.  I put them on the next day and did the same.  Besides the comfort, they are really a cool color!",Awesome shoes!,
5,Super cute!,Five Stars,
5,perfect,Five Stars,
